Age,AnnualIncome,CallDropRate,CallFailureRate,CallingNumber,CustomerID,CustomerSuspended,Education,Gender,HomeOwner,MaritalStatus,MonthlyBilledAmount,NoAdditionalLines,NumberOfComplaints,NumberOfMonthUnpaid,NumDaysContractEquipmentPlanExpiring,Occupation,PenaltyToSwitch,State,TotalMinsUsedInLastMonth,UnpaidBalance,UsesInternetService,UsesVoiceService,PercentageCallOutsideNetwork,Churn
23,123845,0.01,0,4251017105,3412,Yes,High School or below,Male,No,Single,77,Yes,3,6,4,Non-technology Related Job,417,MS,29,103,No,No,0.91,0
39,121874,0.03,0.01,4251014891,3413,Yes,High School or below,Female,Yes,Single,85,No,1,4,45,Technology Related Job,277,SD,32,213,No,No,0.12,0
69,232774,0.02,0.02,4251024009,3414,Yes,High School or below,Male,Yes,Single,23,Yes,2,1,63,Non-technology Related Job,450,TX,229,228,No,No,0.58,0
17,230803,0.04,0.03,4251052967,3415,Yes,Bachelor or equivalent,Male,Yes,Married,30,Yes,1,7,4,Technology Related Job,310,FL,233,88,No,No,0.79,0
47,91703,0.02,0,4251089417,3416,Yes,Bachelor or equivalent,Female,Yes,Married,88,Yes,2,4,22,Non-technology Related Job,482,HI,429,103,No,No,0.25,0
63,89732,0.04,0.01,4251086604,3417,Yes,Master or equivalent,Female,Yes,Single,95,Yes,1,2,63,Technology Related Job,342,NV,433,213,No,No,0.46,0
26,200633,0.02,0.01,4251019503,3418,Yes,PhD or equivalent,Male,Yes,Married,33,Yes,2,0,81,Non-technology Related Job,15,NJ,130,228,No,No,0.91,0
42,198662,0.04,0.03,4251030370,3419,Yes,High School or below,Female,Yes,Single,41,Yes,0,5,22,Technology Related Job,375,WA,133,88,No,No,0.12,0
72,59562,0.02,0.03,4251045585,3420,Yes,High School or below,Male,Yes,Single,99,Yes,1,3,40,Non-technology Related Job,47,WI,330,103,No,No,0.58,0
20,57591,0.04,0.01,4251089904,3421,Yes,High School or below,Male,No,Married,106,Yes,0,0,81,Technology Related Job,408,KS,333,213,No,No,0.79,0
50,168491,0.03,0.01,4251020479,3422,Yes,High School or below,Female,Yes,Married,44,Yes,1,6,99,Non-technology Related Job,80,KY,30,228,No,No,0.25,0
66,166520,0.05,0.03,4251013883,3423,Yes,Bachelor or equivalent,Male,Yes,Married,52,Yes,0,3,40,Technology Related Job,440,ND,34,88,No,No,0.46,0
28,27421,0.03,0.03,4251059050,3424,Yes,Bachelor or equivalent,Female,Yes,Married,110,No,1,1,58,Non-technology Related Job,112,OK,231,103,No,No,0.91,0
44,25450,0.05,0.01,4251082661,3425,Yes,Master or equivalent,Female,Yes,Single,117,Yes,3,6,98,Technology Related Job,473,AZ,234,213,No,No,0.13,0
75,136350,0.03,0.01,4251075026,3426,Yes,Master or equivalent,Male,No,Single,55,Yes,1,4,17,Non-technology Related Job,145,CA,431,228,No,No,0.58,0
23,134379,0.05,0.03,4251026024,3427,Yes,High School or below,Male,Yes,Married,62,Yes,3,1,57,Technology Related Job,5,MI,434,88,No,No,0.79,0
53,245280,0.03,0.03,4251013887,3428,Yes,High School or below,Female,Yes,Married,0,No,0,7,76,Non-technology Related Job,178,MN,131,103,No,No,0.25,0
69,243309,0.05,0.01,4251093796,3429,Yes,High School or below,Male,Yes,Married,8,Yes,3,4,16,Non-technology Related Job,38,SC,135,213,No,No,0.46,0
31,104209,0.04,0.01,4251019713,3430,Yes,High School or below,Female,Yes,Married,66,Yes,0,2,35,Non-technology Related Job,210,TN,332,228,No,No,0.92,0
47,102238,0.06,0.03,4251077155,3431,Yes,Bachelor or equivalent,Female,Yes,Single,73,Yes,3,7,75,Non-technology Related Job,70,FL,335,88,No,No,0.13,0
78,213138,0.04,0.03,4251094868,3432,Yes,Bachelor or equivalent,Male,Yes,Single,11,Yes,0,5,94,Non-technology Related Job,243,HI,32,103,No,Yes,0.58,0
25,211167,0.06,0.01,4251076381,3433,Yes,Master or equivalent,Male,Yes,Married,19,Yes,2,2,34,Non-technology Related Job,103,NV,35,213,No,No,0.79,1
56,72068,0.04,0.01,4251048924,3434,Yes,Master or equivalent,Female,Yes,Single,76,Yes,0,0,53,Non-technology Related Job,275,NH,232,228,No,No,0.25,1
72,70097,0.06,0.03,4251017288,3435,Yes,High School or below,Male,No,Married,84,No,2,6,93,Non-technology Related Job,135,VA,236,88,No,No,0.46,0
34,180997,0.04,0.03,4251054747,3436,Yes,High School or below,Female,Yes,Married,22,Yes,3,3,12,Non-technology Related Job,308,WV,433,103,No,No,0.92,0
50,179026,0.06,0.01,4251039010,3437,Yes,High School or below,Female,Yes,Single,29,Yes,2,1,52,Non-technology Related Job,168,IA,436,213,No,No,0.13,1
12,39926,0.05,0.01,4251089086,3438,Yes,High School or below,Male,Yes,Single,87,Yes,3,6,71,Non-technology Related Job,340,KY,133,228,No,No,0.58,0
28,37955,0.07,0.03,4251095825,3439,Yes,Bachelor or equivalent,Male,Yes,Single,95,No,2,4,11,Non-technology Related Job,201,ND,136,88,No,Yes,0.79,0
59,148856,0.05,0.03,4251044467,3440,Yes,Bachelor or equivalent,Female,No,Single,33,Yes,3,1,29,Non-technology Related Job,373,OH,333,103,No,No,0.25,1
74,146885,0.07,0.01,4251037568,3441,Yes,Bachelor or equivalent,Male,No,Married,40,Yes,1,7,70,Non-technology Related Job,233,AK,337,213,No,No,0.46,0
37,7785,0.05,0.01,4251023601,3442,Yes,Master or equivalent,Female,Yes,Married,98,Yes,2,4,88,Non-technology Related Job,405,AR,33,228,No,No,0.92,0
53,5814,0.07,0.03,4251092236,3443,Yes,High School or below,Female,Yes,Single,105,Yes,1,2,29,Non-technology Related Job,266,MA,37,88,No,No,0.13,0
15,116714,0.05,0.03,4251077647,3444,Yes,High School or below,Male,Yes,Married,43,Yes,2,7,47,Non-technology Related Job,438,MN,234,103,Yes,No,0.59,1
31,114743,0.07,0.01,4251055043,3445,Yes,High School or below,Male,Yes,Single,51,Yes,1,5,88,Non-technology Related Job,298,SC,237,213,No,No,0.8,0
61,225644,0.06,0.01,4251055259,3446,Yes,High School or below,Female,Yes,Single,109,Yes,2,3,6,Non-technology Related Job,471,SD,434,228,No,No,0.25,0
77,223673,0,0.03,4251099609,3447,Yes,High School or below,Male,Yes,Married,116,Yes,0,0,47,Non-technology Related Job,331,DE,437,88,No,No,0.46,0
40,84573,0.06,0.03,4251030504,3448,Yes,Bachelor or equivalent,Female,Yes,Married,54,Yes,2,6,65,Non-technology Related Job,3,GA,134,103,No,No,0.92,0
56,82602,0,0.01,4251070574,3449,Yes,Bachelor or equivalent,Female,No,Married,62,Yes,0,3,6,Non-technology Related Job,363,NE,138,213,No,No,0.13,0
18,193503,0.06,0.01,4251037180,3450,Yes,Bachelor or equivalent,Male,Yes,Married,0,No,1,1,24,Others,36,NH,335,228,No,No,0.59,0
34,191532,0,0.03,4251096783,3451,Yes,Master or equivalent,Female,Yes,Single,7,Yes,0,6,65,Non-technology Related Job,396,VA,338,88,No,No,0.8,1
64,52432,0.06,0.03,4251078957,3452,Yes,High School or below,Female,Yes,Single,65,Yes,1,4,83,Others,68,WA,35,103,No,No,0.25,0
12,50461,0.01,0.01,4251017293,3453,Yes,High School or below,Male,Yes,Married,72,Yes,0,1,24,Non-technology Related Job,428,IN,38,213,No,No,0.46,0
42,161361,0.07,0.01,4251067327,3454,Yes,High School or below,Female,No,Single,10,No,1,7,42,Others,101,KS,235,228,No,Yes,0.92,0
58,159390,0.01,0.03,4251099413,3455,Yes,High School or below,Female,No,Married,18,Yes,3,4,82,Non-technology Related Job,461,NC,239,88,No,No,0.13,0
21,20291,0.07,0.03,4251050686,3456,No,High School or below,Male,Yes,Married,76,Yes,1,2,1,Others,133,OH,436,103,No,No,0.59,1
37,18320,0.01,0.01,4251020457,3457,Yes,Bachelor or equivalent,Female,Yes,Single,83,Yes,3,7,41,Non-technology Related Job,494,AK,439,213,No,No,0.8,0
67,129220,0.07,0.01,4251032489,3458,Yes,Bachelor or equivalent,Male,Yes,Single,21,No,0,5,60,Others,166,AZ,136,228,No,No,0.25,1
15,127249,0.01,0.03,4251032795,3459,Yes,Master or equivalent,Male,Yes,Single,29,Yes,3,2,0,Non-technology Related Job,26,MD,139,88,No,No,0.47,0
45,238149,0.07,0.03,4251078477,3460,Yes,PhD or equivalent,Female,No,Single,86,Yes,0,0,19,Others,198,MI,336,103,No,No,0.92,0
61,236178,0.02,0.01,4251098881,3461,Yes,High School or below,Female,Yes,Married,94,No,2,5,59,Non-technology Related Job,59,RI,340,213,No,Yes,0.13,1
24,97079,0,0.01,4251053838,3462,Yes,High School or below,Male,Yes,Married,32,Yes,0,3,78,Others,231,SD,37,228,No,No,0.59,0
39,95108,0.02,0.03,4251031291,3463,Yes,High School or below,Female,No,Single,39,Yes,2,1,18,Non-technology Related Job,91,DE,40,88,No,No,0.8,0
70,206008,0,0.03,4251046225,3464,Yes,High School or below,Male,Yes,Married,97,Yes,3,6,37,Others,264,FL,237,103,No,No,0.26,0
18,204037,0.02,0.01,4251017411,3465,Yes,Bachelor or equivalent,Male,Yes,Single,105,No,2,4,77,Non-technology Related Job,124,MT,240,213,No,No,0.47,0
48,64938,0,0.01,4251038772,3466,Yes,Bachelor or equivalent,Female,Yes,Single,43,Yes,3,1,96,Others,296,NV,437,228,No,No,0.92,0
64,62966,0.02,0.03,4251029020,3467,Yes,Master or equivalent,Female,Yes,Married,50,Yes,2,7,36,Non-technology Related Job,156,VT,440,88,No,No,0.13,0
26,173867,0,0.03,4251040786,3468,Yes,Master or equivalent,Male,No,Married,108,Yes,3,4,55,Others,329,WA,137,103,No,No,0.59,0
42,171896,0.03,0.01,4251069671,3469,Yes,High School or below,Female,No,Married,115,No,1,2,95,Non-technology Related Job,189,IN,141,213,Yes,No,0.8,0
73,32796,0.01,0.01,4251025608,3470,Yes,High School or below,Male,Yes,Married,53,Yes,3,7,13,Others,361,KS,338,227,No,No,0.26,0
20,30825,0.03,0.03,4251022178,3471,Yes,High School or below,Male,Yes,Single,61,Yes,1,5,54,Non-technology Related Job,221,NY,341,87,No,No,0.47,0
51,141726,0.01,0.03,4251069445,3472,Yes,High School or below,Female,Yes,Single,119,Yes,2,2,72,Others,394,ND,38,102,No,No,0.92,0
67,139755,0.03,0.01,4251033124,3473,Yes,Bachelor or equivalent,Female,Yes,Married,6,Yes,1,0,13,Non-technology Related Job,254,AL,41,212,No,No,0.14,0
29,655,0.01,0.01,4251029943,3474,Yes,Bachelor or equivalent,Male,No,Single,64,Yes,2,6,31,Others,426,AZ,238,227,No,No,0.59,0
45,248684,0.03,0.03,4251090841,3475,Yes,Bachelor or equivalent,Female,Yes,Married,72,Yes,1,3,72,Non-technology Related Job,287,MD,242,87,No,No,0.8,0
75,109584,0.02,0.03,4251052383,3476,Yes,Master or equivalent,Male,Yes,Married,10,Yes,2,1,90,Others,459,MI,439,102,No,Yes,0.26,0
23,107613,0.04,0.01,4251078977,3477,Yes,High School or below,Male,Yes,Single,17,Yes,0,6,31,Non-technology Related Job,319,PA,442,212,No,No,0.47,0
54,218514,0.02,0.01,4251083842,3478,Yes,High School or below,Female,Yes,Single,75,Yes,2,4,49,Others,491,SC,139,227,No,No,0.93,0
70,216543,0.04,0.03,4251043987,3479,Yes,High School or below,Female,Yes,Single,82,Yes,0,1,90,Non-technology Related Job,352,CT,142,87,No,No,0.14,0
32,77443,0.02,0.03,4251064054,3480,Yes,High School or below,Male,Yes,Single,20,No,1,7,8,Others,24,FL,339,102,No,No,0.59,0
48,75472,0.04,0.01,4251079429,3481,Yes,Bachelor or equivalent,Female,Yes,Married,28,Yes,0,4,49,Non-technology Related Job,384,MT,343,212,No,No,0.8,0
78,186372,0.02,0.01,4251042848,3482,Yes,Bachelor or equivalent,Male,No,Married,86,Yes,1,2,67,Others,57,NV,40,227,No,No,0.26,0
26,184401,0.04,0.03,4251025032,3483,Yes,Bachelor or equivalent,Male,No,Single,93,Yes,3,7,7,Non-technology Related Job,417,UT,43,87,No,Yes,0.47,0
56,45302,0.03,0.03,4251067308,3484,Yes,Master or equivalent,Female,Yes,Single,31,No,1,5,26,Others,89,VA,240,102,No,No,0.93,0
72,43331,0.05,0.01,4251041244,3485,Yes,PhD or equivalent,Male,Yes,Single,39,Yes,3,2,66,Non-technology Related Job,449,IL,243,212,No,No,0.14,0
35,154231,0.03,0.01,4251093401,3486,Yes,High School or below,Female,Yes,Single,96,Yes,0,0,85,Others,122,IA,440,227,Yes,No,0.59,0
51,152260,0.05,0.03,4251054522,3487,Yes,High School or below,Female,Yes,Married,104,Yes,3,5,25,Non-technology Related Job,482,NY,444,87,No,No,0.81,0
13,13161,0.03,0.03,4251062700,3488,Yes,High School or below,Male,No,Married,42,Yes,0,3,44,Others,154,ND,140,102,No,No,0.26,0
29,11190,0.05,0.01,4251033947,3489,Yes,High School or below,Male,Yes,Married,49,Yes,3,0,84,Non-technology Related Job,14,WY,144,212,No,No,0.47,0
59,122090,0.03,0.01,4251089412,3490,Yes,Bachelor or equivalent,Female,Yes,Married,107,Yes,0,6,3,Others,187,AK,341,227,No,No,0.93,0
75,120119,0.05,0.03,4251021728,3491,Yes,Bachelor or equivalent,Male,Yes,Single,115,No,2,4,43,Non-technology Related Job,47,ME,344,87,No,No,0.14,0
37,231019,0.04,0.03,4251080924,3492,Yes,Bachelor or equivalent,Female,Yes,Single,53,Yes,0,1,62,Others,219,MA,41,102,No,No,0.6,1
53,229048,0.06,0.01,4251022064,3493,Yes,Master or equivalent,Female,Yes,Married,60,Yes,2,7,2,Non-technology Related Job,80,PA,44,212,No,No,0.81,0
16,89949,0.04,0.01,4251050324,3494,Yes,PhD or equivalent,Male,Yes,Married,118,Yes,3,4,21,Others,252,SC,241,227,No,No,0.26,1
32,87978,0.06,0.03,4251047405,3495,Yes,High School or below,Male,Yes,Married,5,No,2,2,61,Non-technology Related Job,112,CO,245,87,No,No,0.47,1
62,198878,0.04,0.03,4251033782,3496,Yes,High School or below,Female,Yes,Married,63,Yes,3,7,80,Others,285,DE,442,102,No,No,0.93,0
78,196907,0.06,0.01,4251066754,3497,Yes,High School or below,Male,No,Single,71,Yes,2,5,20,Non-technology Related Job,145,MO,445,212,No,No,0.14,0
40,57807,0.04,0.01,4251069196,3498,Yes,High School or below,Female,Yes,Single,9,Yes,3,2,38,Others,317,NE,142,227,No,Yes,0.6,0
56,55836,0.06,0.03,4251014779,3499,Yes,Bachelor or equivalent,Female,Yes,Married,16,Yes,1,0,79,Non-technology Related Job,177,UT,145,87,No,No,0.81,0
19,166737,0.05,0.03,4251046615,3500,Yes,Bachelor or equivalent,Male,Yes,Single,74,Yes,3,5,97,Others,350,VA,342,102,No,No,0.26,0
34,164766,0.07,0.01,4251045001,3501,Yes,Master or equivalent,Male,Yes,Married,82,Yes,1,3,38,Non-technology Related Job,210,IL,346,212,No,No,0.47,0
65,25666,0.05,0.01,4251063012,3502,No,Master or equivalent,Female,No,Married,20,Yes,2,1,56,Others,382,IN,43,227,No,No,0.93,0
13,23695,0.07,0.02,4251079831,3503,Yes,High School or below,Male,Yes,Single,27,Yes,1,6,97,Non-technology Related Job,242,NM,46,87,No,No,0.14,0
43,134596,0.05,0.03,4251091765,3504,Yes,High School or below,Female,Yes,Single,85,Yes,2,4,15,Others,415,NC,243,102,No,No,0.6,0
59,132624,0.07,0,4251015056,3505,Yes,High School or below,Female,Yes,Single,92,Yes,0,1,56,Non-technology Related Job,275,WY,246,212,No,Yes,0.81,0
21,243525,0.05,0.01,4251095645,3506,Yes,High School or below,Male,Yes,Single,30,No,2,7,74,Others,447,AK,443,227,No,No,0.27,0
37,241554,0.07,0.02,4251086432,3507,Yes,Bachelor or equivalent,Male,Yes,Married,38,Yes,0,4,15,Non-technology Related Job,307,ME,447,87,No,No,0.48,0
68,102454,0.06,0.03,4251095027,3508,Yes,Bachelor or equivalent,Female,Yes,Married,96,Yes,1,2,33,Others,480,MD,144,102,Yes,No,0.93,0
15,100483,0,0,4251069676,3509,Yes,Master or equivalent,Male,Yes,Single,103,Yes,0,7,74,Non-technology Related Job,340,OR,147,212,No,No,0.14,0
46,211384,0.06,0.01,4251037656,3510,Yes,Master or equivalent,Female,Yes,Married,41,No,1,5,92,Others,12,RI,344,227,No,No,0.6,0
62,209413,0,0.02,4251070821,3511,Yes,High School or below,Female,No,Single,49,Yes,0,2,32,Non-technology Related Job,373,CO,347,87,No,No,0.81,0
24,70313,0.06,0.03,4251096522,3512,Yes,High School or below,Male,Yes,Single,107,Yes,1,0,51,Others,45,DE,44,102,No,No,0.27,0
12,12399,0.06,0,4251038769,3513,Yes,High School or below,Female,Yes,Single,27,Yes,3,2,42,Non-technology Related Job,409,IA,450,232,No,No,0.55,0
42,123299,0.04,0,4251065757,3514,Yes,High School or below,Male,Yes,Single,85,No,1,7,61,Others,81,KY,147,247,No,Yes,0.01,0
58,121328,0.06,0.02,4251091386,3515,Yes,Bachelor or equivalent,Male,Yes,Married,92,Yes,3,5,1,Non-technology Related Job,441,ND,150,107,No,No,0.22,0
20,232229,0.04,0.02,4251016804,3516,Yes,Bachelor or equivalent,Female,No,Single,30,Yes,0,3,20,Others,114,OK,347,122,No,No,0.68,0
36,230258,0.06,0,4251089914,3517,Yes,Bachelor or equivalent,Male,No,Married,38,Yes,3,0,60,Non-technology Related Job,474,AZ,350,232,No,No,0.89,0
67,91158,0.04,0,4251079764,3518,Yes,Master or equivalent,Female,Yes,Married,96,Yes,0,6,79,Others,146,CA,47,247,No,No,0.34,0
15,89187,0.06,0.02,4251017250,3519,Yes,High School or below,Female,Yes,Single,103,Yes,3,3,19,Non-technology Related Job,7,MA,51,107,No,No,0.55,0
45,200087,0.05,0.02,4251028848,3520,Yes,High School or below,Male,Yes,Single,41,Yes,0,1,38,Others,179,MN,248,122,No,No,0.01,0
61,198116,0.07,0,4251023438,3521,Yes,High School or below,Female,Yes,Single,48,No,2,6,78,Non-technology Related Job,39,SC,251,232,No,No,0.22,0
23,59017,0.05,0,4251099334,3522,Yes,High School or below,Male,No,Single,106,Yes,3,4,97,Others,212,TN,448,247,No,No,0.68,0
39,57046,0.07,0.02,4251071688,3523,Yes,Bachelor or equivalent,Male,Yes,Married,114,Yes,2,1,37,Non-technology Related Job,72,FL,451,107,No,Yes,0.89,0
70,167946,0.05,0.02,4251070673,3524,Yes,Bachelor or equivalent,Female,Yes,Married,52,Yes,3,7,55,Others,244,HI,148,122,No,No,0.34,0
17,165975,0.07,0,4251054553,3525,Yes,Bachelor or equivalent,Female,No,Single,59,No,2,4,96,Non-technology Related Job,104,NE,152,232,No,No,0.55,0
48,26876,0.05,0,4251029715,3526,Yes,Bachelor or equivalent,Male,Yes,Single,117,Yes,3,2,14,Others,277,NH,349,247,No,No,0.01,0
64,24905,0.07,0.02,4251091974,3527,Yes,PhD or equivalent,Female,Yes,Single,5,Yes,1,7,55,Non-technology Related Job,137,VA,352,107,No,No,0.22,0
26,135805,0.06,0.02,4251095293,3528,Yes,High School or below,Male,Yes,Single,63,Yes,3,5,73,Others,309,WV,49,122,No,No,0.68,0
42,133834,0,0,4251080055,3529,Yes,High School or below,Male,Yes,Married,70,Yes,1,2,14,Non-technology Related Job,169,IA,52,232,No,No,0.89,1
72,244734,0.06,0,4251088025,3530,Yes,High School or below,Female,No,Married,8,Yes,2,0,32,Others,342,KY,249,247,No,No,0.34,0
20,242763,0,0.01,4251020156,3531,Yes,High School or below,Female,No,Single,15,Yes,1,5,73,Non-technology Related Job,202,NC,253,107,Yes,No,0.56,0
51,103664,0.06,0.02,4251088630,3532,No,Bachelor or equivalent,Male,Yes,Married,73,Yes,2,3,91,Others,374,OH,450,122,No,No,0.01,0
66,101693,0,0.03,4251095550,3533,Yes,Bachelor or equivalent,Female,Yes,Single,81,Yes,1,1,32,Non-technology Related Job,234,AK,453,232,No,No,0.22,0
29,212593,0.06,0,4251033679,3534,Yes,Bachelor or equivalent,Male,Yes,Single,19,Yes,2,6,50,Others,407,AR,150,247,No,No,0.68,1
45,210622,0,0.01,4251030638,3535,Yes,Master or equivalent,Male,Yes,Married,26,Yes,0,4,91,Non-technology Related Job,267,MA,153,107,No,No,0.89,0
75,71522,0.07,0.02,4251045478,3536,Yes,PhD or equivalent,Female,No,Married,84,No,2,1,9,Others,439,MN,350,122,No,Yes,0.35,0
23,69551,0.01,0.03,4251065962,3537,Yes,High School or below,Female,Yes,Married,92,Yes,0,7,49,Non-technology Related Job,300,RI,354,232,No,No,0.56,0
53,180452,0.07,0,4251071907,3538,Yes,High School or below,Male,Yes,Married,29,Yes,1,4,68,Others,472,SD,50,247,No,No,0.01,0
69,178481,0.01,0.01,4251062158,3539,Yes,High School or below,Female,Yes,Single,37,Yes,0,2,8,Non-technology Related Job,332,DE,54,107,No,No,0.22,0
32,39381,0.07,0.02,4251019209,3540,Yes,High School or below,Male,Yes,Single,95,No,1,7,27,Others,5,GA,251,122,No,No,0.68,0
47,37410,0.01,0.03,4251048487,3541,Yes,Bachelor or equivalent,Male,Yes,Married,102,Yes,0,5,67,Non-technology Related Job,365,NE,254,232,No,No,0.89,0
78,148311,0.07,0,4251044735,3542,Yes,Bachelor or equivalent,Female,Yes,Single,40,Yes,1,2,86,Others,37,NH,451,247,No,No,0.35,1
26,146339,0.01,0.01,4251066421,3543,Yes,Master or equivalent,Female,Yes,Married,48,Yes,3,0,26,Non-technology Related Job,397,VT,454,107,No,No,0.56,0
56,7240,0,0.02,4251088269,3544,Yes,Master or equivalent,Male,No,Married,106,No,0,6,45,Others,70,WA,151,122,No,No,0.01,0
72,5269,0.02,0.03,4251009346,3545,Yes,High School or below,Female,No,Single,113,Yes,3,3,85,Non-technology Related Job,430,IN,155,232,No,Yes,0.23,0
34,116169,0,0,4251015979,3546,Yes,High School or below,Male,Yes,Single,51,Yes,0,1,4,Others,102,KS,352,247,No,No,0.68,0
50,114198,0.02,0.01,4251030169,3547,Yes,High School or below,Male,Yes,Single,58,No,3,6,44,Non-technology Related Job,462,NC,355,107,No,No,0.89,0
13,225099,0,0.02,4251020239,3548,Yes,High School or below,Female,Yes,Single,116,Yes,0,4,63,Others,135,OH,52,122,Yes,No,0.35,1
29,223128,0.02,0.03,4251009751,3549,Yes,Bachelor or equivalent,Female,Yes,Married,4,Yes,2,1,3,Non-technology Related Job,495,AK,55,232,No,No,0.56,0
59,84028,0,0,4251065151,3550,Yes,Bachelor or equivalent,Male,No,Married,62,Yes,0,7,22,Others,167,AZ,252,247,No,No,0.02,0
75,82057,0.02,0.01,4251078315,3551,Yes,Master or equivalent,Female,Yes,Single,69,No,2,4,62,Non-technology Related Job,27,MD,256,107,No,No,0.23,0
37,192957,0.01,0.02,4251030527,3552,Yes,Master or equivalent,Male,Yes,Married,7,Yes,3,2,80,Others,200,MI,453,122,No,No,0.68,1
53,190986,0.03,0.03,4251080357,3553,Yes,High School or below,Male,Yes,Single,15,Yes,2,7,21,Non-technology Related Job,60,RI,456,232,No,No,0.89,0
15,51887,0.01,0,4251013447,3554,Yes,High School or below,Female,Yes,Single,73,Yes,3,5,39,Others,232,SD,153,247,No,No,0.35,1
31,49916,0.03,0.01,4251097747,3555,Yes,High School or below,Male,Yes,Married,80,No,2,2,80,Non-technology Related Job,93,DE,156,107,No,No,0.56,0
62,160816,0.01,0.02,4251068946,3556,Yes,High School or below,Female,Yes,Married,18,Yes,3,0,98,Others,265,FL,353,122,No,No,0.02,0
78,158845,0.03,0.03,4251009110,3557,Yes,Bachelor or equivalent,Female,Yes,Married,25,Yes,1,5,39,Non-technology Related Job,125,MT,357,232,No,No,0.23,1
40,19745,0.01,0,4251098780,3558,Yes,Bachelor or equivalent,Male,Yes,Married,83,Yes,3,3,57,Others,298,NV,54,247,No,Yes,0.68,0
56,17774,0.03,0.01,4251067218,3559,Yes,Bachelor or equivalent,Male,No,Single,91,Yes,1,0,98,Non-technology Related Job,158,VT,57,107,No,No,0.89,0
18,128675,0.02,0.02,4251079958,3560,Yes,Master or equivalent,Female,Yes,Single,29,Yes,2,6,16,Others,330,WA,254,122,No,No,0.35,0
34,126704,0.04,0.03,4251042667,3561,Yes,High School or below,Male,Yes,Married,36,Yes,1,4,57,Others,190,IN,257,232,No,No,0.56,0
65,237604,0.02,0,4251015807,3562,Yes,High School or below,Female,Yes,Single,94,Yes,2,1,75,Others,363,IA,454,247,No,No,0.02,1
12,235633,0.04,0.01,4251053909,3563,Yes,High School or below,Female,Yes,Married,102,Yes,0,7,16,Others,223,NY,457,107,No,No,0.23,0
43,96534,0.02,0.02,4251069646,3564,Yes,High School or below,Male,No,Married,39,Yes,2,4,34,Others,395,ND,154,122,No,No,0.69,0
59,94563,0.04,0.03,4251012186,3565,Yes,High School or below,Male,Yes,Single,47,Yes,0,2,74,Others,255,AL,158,231,No,No,0.9,0
21,205463,0.02,0,4251053191,3566,Yes,Bachelor or equivalent,Female,Yes,Single,105,No,1,7,93,Others,428,AZ,355,246,No,No,0.35,0
37,203492,0.04,0.01,4251063565,3567,Yes,Bachelor or equivalent,Male,Yes,Single,112,Yes,0,5,33,Others,288,MD,358,106,No,Yes,0.56,0
67,64392,0.03,0.02,4251050043,3568,Yes,Bachelor or equivalent,Female,Yes,Single,50,Yes,1,2,52,Others,460,MA,55,121,No,No,0.02,0
15,62421,0.05,0.03,4251028446,3569,Yes,PhD or equivalent,Female,Yes,Married,58,Yes,0,0,92,Others,320,PA,58,231,No,No,0.23,0
46,173322,0.03,0,4251051592,3570,Yes,High School or below,Male,Yes,Married,116,No,1,5,11,Others,493,SC,255,246,No,No,0.69,0
61,171351,0.05,0.01,4251080722,3571,Yes,High School or below,Male,Yes,Single,3,Yes,3,3,51,Others,353,CT,259,106,No,No,0.9,0
24,32251,0.03,0.02,4251099396,3572,Yes,High School or below,Female,Yes,Married,61,Yes,1,1,70,Others,25,FL,456,121,No,No,0.35,0
40,30280,0.05,0.03,4251064202,3573,Yes,High School or below,Male,No,Single,68,Yes,3,6,10,Others,386,MT,459,231,Yes,No,0.56,1
70,141180,0.03,0,4251025794,3574,Yes,High School or below,Female,Yes,Single,6,Yes,0,4,29,Others,58,NE,156,246,No,No,0.02,1
18,139209,0.05,0.01,4251041535,3575,Yes,Bachelor or equivalent,Female,Yes,Married,14,Yes,3,1,69,Others,418,UT,159,106,No,No,0.23,0
48,110,0.04,0.02,4251092252,3576,Yes,Bachelor or equivalent,Male,Yes,Married,72,Yes,0,7,88,Others,91,VA,356,121,No,No,0.69,0
64,248139,0.06,0.03,4251049004,3577,Yes,Master or equivalent,Male,Yes,Married,79,No,3,4,28,Others,451,IL,360,231,No,No,0.9,0
27,109039,0.04,0,4251050181,3578,No,PhD or equivalent,Female,No,Married,17,Yes,0,2,47,Others,123,IA,57,246,No,No,0.35,0
43,107068,0.06,0.01,4251029456,3579,Yes,High School or below,Male,No,Single,25,Yes,2,7,87,Others,483,NY,60,106,No,No,0.57,0
73,217969,0.04,0.02,4251074533,3580,Yes,High School or below,Female,Yes,Single,83,Yes,0,5,5,Others,156,NC,257,121,No,Yes,0.02,0
21,215997,0.06,0.03,4251011059,3581,Yes,High School or below,Female,Yes,Married,90,No,2,2,46,Others,16,WY,260,231,No,No,0.23,0
51,76898,0.04,0,4251079734,3582,Yes,High School or below,Male,Yes,Single,28,Yes,3,0,64,Others,188,AK,457,246,No,No,0.69,1
67,74927,0.07,0.01,4251088881,3583,Yes,Bachelor or equivalent,Female,Yes,Married,35,Yes,2,5,5,Others,48,ME,461,106,No,No,0.9,0
29,185827,0.05,0.02,4251062301,3584,Yes,Bachelor or equivalent,Female,Yes,Married,93,Yes,3,3,23,Others,221,MA,157,121,No,No,0.36,0
45,183856,0.07,0.03,4251053145,3585,Yes,Master or equivalent,Male,Yes,Single,101,Yes,1,0,64,Others,81,PA,161,231,No,No,0.57,0
